"","top_hit","gene_id","length","eValue","bitscore","simMean","UniProtKB_entry","status","protein_names","gene_names","organism","GO_IDs","GO_terms"
"11359","XP_022809795.1","Pver_g11645.t1",598,2.5e-202,716.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11360","RMX45258.1","Pver_g11646.t1",1356,0,1222.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11361","XP_022810332.1","Pver_g11647.t1",602,2e-247,865.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11362","XP_027051809.1","Pver_g11648.t2",451,6.7e-252,880.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11363","XP_022806005.1","Pver_g11649.t1",1554,0,1282.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11364","XP_022809799.1","Pver_g11650.t1",366,2.7e-157,565.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11365","XP_020601295.1","Pver_g11651.t1",305,1.6e-95,360.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11366","XP_027051075.1","Pver_g11652.t1",78,1.5e-33,152.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11367","XP_027050960.1","Pver_g11653.t1",392,1.1e-209,740.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11368","RMX40096.1","Pver_g11654.t2",161,6.8e-93,350.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11369","XP_027051074.1","Pver_g11655.t1",134,1.1e-71,280,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11370","XP_027051086.1","Pver_g11656.t1",391,3.6e-172,615.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11371","XP_022798171.1","Pver_g11657.t1",385,2.2e-200,709.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11372","PFX20875.1","Pver_g11658.t1",760,0,1278.8,79.74,"A0A2B4RX94_STYPI","unreviewed","Sphingomyelinase phosphodiesterase D","sgmD AWC38_SpisGene14682","Stylophora pistillata (Smooth cauliflower coral)","F:GO:0016787;GO:0016787","F:hydrolase activity;hydrolase activity [GO:0016787]"
"11373","XP_027051104.1","Pver_g11659.t1",148,6.4e-79,304.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11374","XP_027051106.1","Pver_g11660.t1",413,2e-233,818.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11375","XP_027051099.1","Pver_g11661.t1",414,1.7e-232,815.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11376","XP_027051102.1","Pver_g11662.t1",330,4e-176,628.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11377","RMX40138.1","Pver_g11663.t1",932,0,1347,85.3,"A0A3M6TFL3_POCDA","unreviewed","ANK_REP_REGION domain-containing protein","pdam_00002233","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0034220; F:GO:0005216; C:GO:0016021;GO:0005216; GO:0016021","P:ion transmembrane transport; F:ion channel activity; C:integral component of membrane;integral component of membrane [GO:0016021]; ion channel activity [GO:0005216]"
"11378","XP_027050986.1","Pver_g11664.t1",336,1.7e-190,676,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11379","XP_027050983.1","Pver_g11665.t1",555,0,1121.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11380","XP_027050987.1","Pver_g11666.t1",501,3.3e-288,1001.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11381","XP_027051039.1","Pver_g11667.t1",2194,0,3961.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11382","XP_027051040.1","Pver_g11668.t1",1669,0,2736.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11383","RMX40055.1","Pver_g11669.t1.1.5de5ca89",232,7e-127,464.2,100,"A0A3M6TFA1_POCDA","unreviewed","ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Fragment)","pdam_00002241","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006508; F:GO:0004176; F:GO:0004252;GO:0004176; GO:0004252","P:proteolysis; F:ATP-dependent peptidase activity; F:serine-type endopeptidase activity;ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]"
"11384","XP_022798173.1","Pver_g11670.t1",516,9.6e-278,966.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11385","XP_027050961.1","Pver_g11671.t1",209,8.2e-121,445.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11386","XP_027051089.1","Pver_g11672.t1",1165,0,2068.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11387","XP_027050999.1","Pver_g11673.t1",294,1.2e-147,533.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11388","XP_027050998.1","Pver_g11674.t1",1065,0,2010,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11389","XP_027051003.1","Pver_g11675.t1",521,1.3e-295,1025.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11390","XP_027051004.1","Pver_g11676.t1",158,8e-82,313.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11391","XP_027050965.1","Pver_g11677.t1",159,7.8e-85,323.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11392","XP_027051077.1","Pver_g11678.t1",819,0,1595.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11393","XP_027040638.1","Pver_g11679.t2",480,1.5e-208,737.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11394","XP_027040648.1","Pver_g11680.t1.1.5de5ca89",202,1.5e-77,300.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11395","XP_027040616.1","Pver_g11681.t1",331,9.3e-191,677.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11396","RMX41023.1","Pver_g11682.t1",147,4.1e-67,266.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11397","XP_027049992.1","Pver_g11683.t1",432,2.7e-208,735.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11398","RMX59776.1","Pver_g11684.t1",219,2.2e-125,459.1,99.54,"A0A3M6V1F2_POCDA","unreviewed","Uncharacterized protein","pdam_00015350","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0008218;GO:0008218","P:bioluminescence;bioluminescence [GO:0008218]"
"11399","XP_027044173.1","Pver_g11685.t1",220,2.9e-122,448.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11400","XP_027044173.1","Pver_g11686.t1",219,1.2e-126,463.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11401","RMX59755.1","Pver_g11687.t1",225,9.8e-126,460.3,98.22,"A0A3M6V1F6_POCDA","unreviewed","Uncharacterized protein","pdam_00015340","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0008218;GO:0008218","P:bioluminescence;bioluminescence [GO:0008218]"
"11402","XP_027052549.1","Pver_g11689.t1",481,1.4e-251,881.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11403","PFX22542.1","Pver_g11690.t1",415,7.8e-150,541.2,73.25,"A0A2B4S216_STYPI","unreviewed","Fibrillin-1","FBN1 AWC38_SpisGene12924","Stylophora pistillata (Smooth cauliflower coral)","F:GO:0005509;GO:0005509","F:calcium ion binding;calcium ion binding [GO:0005509]"
"11404","XP_022795527.1","Pver_g11691.t1",479,2.1e-117,433.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11405","RMX59848.1","Pver_g11692.t2",672,3.4e-251,878.6,69.94,"A0A3M6V2Q1_POCDA","unreviewed","Uncharacterized protein","pdam_00020342","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005509;GO:0005509","F:calcium ion binding;calcium ion binding [GO:0005509]"
"11406","PFX22529.1","Pver_g11693.t1",363,1.3e-142,516.9,69.15,"A0A2B4S0G2_STYPI","unreviewed","Protocadherin Fat 1","FAT1 AWC38_SpisGene12937","Stylophora pistillata (Smooth cauliflower coral)","F:GO:0005509;GO:0005509","F:calcium ion binding;calcium ion binding [GO:0005509]"
"11407","RMX59848.1","Pver_g11694.t1",226,4.9e-128,468.4,96.9,"A0A3M6V2Q1_POCDA","unreviewed","Uncharacterized protein","pdam_00020342","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005509;GO:0005509","F:calcium ion binding;calcium ion binding [GO:0005509]"
"11408","XP_027043311.1","Pver_g11695.t1",509,8e-272,946.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11409","XP_027059867.1","Pver_g11696.t1",383,3.6e-229,804.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11410","XP_027043311.1","Pver_g11697.t1",344,7.3e-163,585.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11411","RMX59845.1","Pver_g11698.t1",780,1.8e-303,1052.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11412","RMX59843.1","Pver_g11699.t1",330,2e-162,582.8,86.06,"A0A3M6V1M2_POCDA","unreviewed","Uncharacterized protein","pdam_00020335","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005509;GO:0005509","F:calcium ion binding;calcium ion binding [GO:0005509]"
"11413","XP_027037236.1","Pver_g11700.t1",356,4.1e-165,591.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11414","XP_027037241.1","Pver_g11701.t1",417,5.1e-237,830.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11415","XP_027037240.1","Pver_g11702.t1",529,3.3e-289,1004.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11416","XP_027037224.1","Pver_g11703.t1",1047,0,1409,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11417","PFX15056.1","Pver_g11704.t1",1018,0,1371.7,70.33,"A0A2B4RD19_STYPI","unreviewed","Leucine-rich repeat-containing protein 15","LRRC15 AWC38_SpisGene20752","Stylophora pistillata (Smooth cauliflower coral)","C:GO:0016020; C:GO:0016021;GO:0016021","C:membrane; C:integral component of membrane;integral component of membrane [GO:0016021]"
"11418","XP_027037235.1","Pver_g11706.t1",1388,0,1961.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11419","XP_022785177.1","Pver_g11707.t2",389,6.6e-146,527.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11420","XP_027035557.1","Pver_g11708.t1",530,0,1087.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11421","XP_027035564.1","Pver_g11709.t1",248,9.7e-135,490.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11422","RMX53080.1","Pver_g11710.t1",704,1.4e-271,946.4,79.55,"A0A3M6UHD1_POCDA","unreviewed","Uncharacterized protein","pdam_00018885","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016021;GO:0016021","C:integral component of membrane;integral component of membrane [GO:0016021]"
"11423","XP_027035563.1","Pver_g11711.t1",303,3e-113,419.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11424","XP_027035562.1","Pver_g11712.t1",326,4.7e-153,551.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11425","XP_022785183.1","Pver_g11713.t1",168,1.3e-55,226.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11426","RMX45158.1","Pver_g11714.t1",372,3.7e-91,346.7,57.53,"A0A3M6TV46_POCDA","unreviewed","Uncharacterized protein","pdam_00022784","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0007166; P:GO:0007186; F:GO:0004888; F:GO:0004930; C:GO:0016020; C:GO:0016021;GO:0004930; GO:0007166; GO:0016021","P:cell surface receptor signaling pathway; P:G protein-coupled receptor signaling pathway; F:transmembrane signaling receptor activity; F:G protein-coupled receptor activity; C:membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]"
"11427","PFX12684.1","Pver_g11715.t1",659,0,1082.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11428","XP_029179522.1","Pver_g11716.t1",183,1.4e-40,177.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11429","XP_027046293.1","Pver_g11717.t1",199,1.7e-96,363.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11430","XP_027049382.1","Pver_g11718.t1",214,5e-99,372.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11431","XP_027049382.1","Pver_g11719.t1",209,4.8e-79,305.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11432","RMX54492.1","Pver_g11720.t1",133,1.1e-49,208,85.71,"A0A3M6ULJ0_POCDA","unreviewed","Uncharacterized protein","pdam_00023245","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016021;GO:0016021","C:integral component of membrane;integral component of membrane [GO:0016021]"
"11433","XP_027046644.1","Pver_g11721.t1",439,6.4e-238,833.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11434","XP_027046618.1","Pver_g11722.t1",290,5.2e-156,561.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11435","XP_027046652.1","Pver_g11723.t2",335,8.6e-158,568.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11436","RMX43927.1","Pver_g11724.t1",833,0,1564.7,94.84,"A0A3M6TR75_POCDA","unreviewed","Uncharacterized protein","pdam_00011273","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0034220; P:GO:0035235; F:GO:0004970; C:GO:0005886; C:GO:0016021;GO:0004970; GO:0005886; GO:0016021","P:ion transmembrane transport; P:ionotropic glutamate receptor signaling pathway; F:ionotropic glutamate receptor activity; C:plasma membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ionotropic glutamate receptor activity [GO:0004970]"
"11437","XP_020625395.1","Pver_g11725.t1",305,8.2e-160,573.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11438","XP_027046626.1","Pver_g11726.t1",987,0,1442.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11439","XP_027046636.1","Pver_g11727.t2",253,2.7e-132,482.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11440","XP_027046631.1","Pver_g11728.t1",335,3.9e-179,638.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11441","PFX26685.1","Pver_g11729.t1",982,0,1463.7,85.23,"A0A2B4SE22_STYPI","unreviewed","RING-type E3 ubiquitin transferase (EC 2.3.2.27)","MIB2 AWC38_SpisGene8618","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0007219; P:GO:0016567; F:GO:0004842; F:GO:0008270; C:GO:0005737;GO:0004842; GO:0005737; GO:0007219; GO:0008270","P:Notch signaling pathway; P:protein ubiquitination; F:ubiquitin-protein transferase activity; F:zinc ion binding; C:cytoplasm;cytoplasm [GO:0005737]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; Notch signaling pathway [GO:0007219]"
"11442","XP_027046637.1","Pver_g11730.t1",197,4.1e-112,414.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11443","XP_020625391.1","Pver_g11731.t1",331,2.3e-132,483.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11444","XP_022788830.1","Pver_g11732.t2",1150,0,1893.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11445","RMX43963.1","Pver_g11733.t2",199,1.1e-81,314.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11446","XP_022793323.1","Pver_g11734.t1",682,5.9e-222,781.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11447","XP_027054314.1","Pver_g11735.t1",74,2.1e-27,135.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11448","XP_029181916.1","Pver_g11736.t1",993,0,1280.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11449","RMX43838.1","Pver_g11737.t1",158,8.1e-73,284.3,94.94,"A0A3M6TRE8_POCDA","unreviewed","Annexin","pdam_00017851","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005509; F:GO:0005544; C:GO:0016021;GO:0005509; GO:0005544; GO:0016021","F:calcium ion binding; F:calcium-dependent phospholipid binding; C:integral component of membrane;integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]"
"11450","XP_022794849.1","Pver_g11738.t1_g11739.t1",1277,0,2030,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11451","PFX22992.1","Pver_g11740.t1",1249,0,2017.7,83.91,"A0A2B4S395_STYPI","unreviewed","Multidrug resistance-associated protein 4","ABCC4 AWC38_SpisGene12462","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0042908; P:GO:0055085; F:GO:0005524; F:GO:0008559; C:GO:0016021;GO:0005524; GO:0008559; GO:0016021","P:xenobiotic transport; P:transmembrane transport; F:ATP binding; F:ABC-type xenobiotic transporter activity; C:integral component of membrane;integral component of membrane [GO:0016021]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]"
"11452","KXJ06844.1","Pver_g11741.t1",229,1.5e-57,233.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11453","XP_022794849.1","Pver_g11742.t1",1277,0,2043.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11454","XP_022794849.1","Pver_g11743.t1",1279,0,2009.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11455","RMX59612.1","Pver_g11744.t1",153,1.5e-67,266.5,86.93,"A0A3M6V137_POCDA","unreviewed","ABC transmembrane type-1 domain-containing protein","pdam_00020259","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0042908; P:GO:0055085; F:GO:0005524; F:GO:0008559; C:GO:0016021;GO:0005524; GO:0008559; GO:0016021","P:xenobiotic transport; P:transmembrane transport; F:ATP binding; F:ABC-type xenobiotic transporter activity; C:integral component of membrane;integral component of membrane [GO:0016021]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]"
"11456","XP_027056458.1","Pver_g11745.t2",861,0,1342,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11457","XP_027041151.1","Pver_g11746.t1",224,6.3e-126,461.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11458","XP_027041164.1","Pver_g11747.t1",207,4.9e-108,402.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11459","XP_027041159.1","Pver_g11748.t1",543,2.3e-306,1061.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11460","XP_027041166.1","Pver_g11749.t1",529,2.4e-292,1015,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11461","XP_027041160.1","Pver_g11750.t1",1078,0,2153.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11462","RMX48134.1","Pver_g11751.t1",159,1.2e-82,316.6,97.48,"A0A3M6U3M1_POCDA","unreviewed","Uncharacterized protein (Fragment)","pdam_00014692","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0018293; C:GO:0005739;GO:0005739; GO:0018293","P:protein-FAD linkage; C:mitochondrion;mitochondrion [GO:0005739]; protein-FAD linkage [GO:0018293]"
"11463","XP_027041148.1","Pver_g11752.t1",181,2e-92,349.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11464","XP_027041146.1","Pver_g11753.t1",443,2e-252,882.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11465","XP_027041147.1","Pver_g11754.t1",341,8.1e-148,534.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11466","XP_027041157.1","Pver_g11755.t1",191,4.1e-109,404.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11467","XP_027041155.1","Pver_g11756.t1",402,7.6e-222,780.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11468","XP_027041158.1","Pver_g11757.t1",783,0,1548.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11469","XP_027041163.1","Pver_g11758.t1",298,2e-166,595.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11470","RMX48159.1","Pver_g11759.t1",234,4.3e-87,333.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11471","PFX12619.1","Pver_g11760.t2",1073,5.9e-293,1018.8,55.55,"A0A2B4R723_STYPI","unreviewed","Reverse transcriptase","TY3B-G AWC38_SpisGene23388","Stylophora pistillata (Smooth cauliflower coral)","F:GO:0003824;GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0008270; GO:0015074","F:catalytic activity;aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]"
"11472","RMX47375.1","Pver_g11761.t1",211,1.9e-75,293.5,78.67,"A0A3M6U103_POCDA","unreviewed","HECT domain-containing protein","pdam_00018742","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0016567; F:GO:0004842; C:GO:0016021;GO:0004842; GO:0016021","P:protein ubiquitination; F:ubiquitin-protein transferase activity; C:integral component of membrane;integral component of membrane [GO:0016021]; ubiquitin-protein transferase activity [GO:0004842]"
"11473","RMX47381.1","Pver_g11762.t1",365,1.3e-191,679.9,99.45,"A0A3M6U1A0_POCDA","unreviewed","G_PROTEIN_RECEP_F1_2 domain-containing protein","pdam_00018737","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0007186; F:GO:0004930; C:GO:0016021;GO:0004930; GO:0016021","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]"
"11474","XP_029181483.1","Pver_g11763.t2",400,1.9e-129,474.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11475","RMX46091.1","Pver_g11764.t1",1128,0,1789.6,98.05,"A0A3M6TXM3_POCDA","unreviewed","TPR_REGION domain-containing protein","pdam_00009368","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006355; P:GO:0016570;GO:0006355; GO:0016570","P:regulation of transcription, DNA-templated; P:histone modification;histone modification [GO:0016570]; regulation of transcription, DNA-templated [GO:0006355]"
"11476","XP_027043817.1","Pver_g11765.t1",264,3.4e-146,528.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11477","XP_027043826.1","Pver_g11766.t1",249,3.5e-132,481.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11478","XP_027043825.1","Pver_g11767.t1",252,3.1e-128,468.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11479","XP_027043821.1","Pver_g11768.t1",152,3.4e-90,341.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11480","XP_027043814.1","Pver_g11769.t1",469,4.2e-272,947.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11481","XP_027043811.1","Pver_g11770.t2",1011,0,1947.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11482","XP_027043829.1","Pver_g11771.t1",536,7.7e-262,913.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11483","XP_027043831.1","Pver_g11772.t1",695,3.6e-243,852,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11484","XP_027043828.1","Pver_g11773.t1",1209,0,2293.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11485","XP_027043827.1","Pver_g11774.t1",4074,0,5007.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11486","XP_027043799.1","Pver_g11775.t1",721,0,1452.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11487","XP_027043806.1","Pver_g11776.t1",369,4.9e-207,731.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11488","XP_027043805.1","Pver_g11777.t1",1029,0,1966,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11489","PFX18708.1","Pver_g11778.t2",1496,0,1808.5,67.18,"A0A2B4RQW2_STYPI","unreviewed","Metalloendopeptidase (EC 3.4.24.-)","ASTL AWC38_SpisGene16896","Stylophora pistillata (Smooth cauliflower coral)","F:GO:0008233;GO:0004222; GO:0008270; GO:0016021","F:peptidase activity;integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]"
"11490","XP_027048242.1","Pver_g11779.t1",308,1.6e-124,457.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11491","RMX56099.1","Pver_g11780.t1",120,6.2e-60,242.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11492","RMX58907.1","Pver_g11781.t1.1.5de5ca8b",809,0,1342,84.43,"A0A3M6UZ62_POCDA","unreviewed","Receptor protein-tyrosine kinase (EC 2.7.10.1)","pdam_00016335","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0018108; F:GO:0004714; F:GO:0005524; C:GO:0016020;GO:0004714; GO:0005524; GO:0016021","P:peptidyl-tyrosine phosphorylation; F:transmembrane receptor protein tyrosine kinase activity; F:ATP binding; C:membrane;integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]"
"11493","RMX47373.1","Pver_g11782.t1",167,1.5e-68,270.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11494","PFX13167.1","Pver_g11783.t1",155,6.6e-56,229.6,78.71,"A0A2B4R9X2_STYPI","unreviewed","RNA-directed DNA polymerase from mobile element jockey","pol AWC38_SpisGene22775","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0006278; F:GO:0003964;GO:0003964","P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity;RNA-directed DNA polymerase activity [GO:0003964]"
"11495","XP_022810240.1","Pver_g11784.t1",639,8.1e-37,167.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11496","XP_022801422.1","Pver_g11785.t2",345,4.6e-157,565.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11497","XP_027055259.1","Pver_g11786.t1",261,2.5e-133,485.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11498","XP_027055253.1","Pver_g11787.t1",1668,0,3323.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"11499","XP_027055270.1","Pver_g11788.t1.1.5de5ca8b",692,0,1304.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
