"gene"	"pval.treatment"	"adj.pval.treatment"	"Query"	"Source"	"Hit_accession"	"Hit_description"	"Query_length"	"Hit_length"	"Identity."	"bitscore"	"evalue"	"Coverage"	"Organism"	"Gene_ontology_IDs"
"Pver_gene_g12220"	0.000150270167000273	0.00378600138871829	"Pver_g12220.t1"	"swiss-prot"	"Q94AM1"	"Organellar oligopeptidase A, chloroplastic/mitochondrial (EC 3.4.24.70) (Thimet metalloendopeptidase 1) (Zincin-like metalloproteases family protein 1)"	742	709	45.8	626	0	89.63337547	"Arabidopsis thaliana (Mouse-ear cress)"	"GO:0004222; GO:0005759; GO:0005829; GO:0006508; GO:0006518; GO:0009507; GO:0009536; GO:0009570; GO:0046872"
"Pver_gene_g9593"	0.000151030207561582	0.00379877654396099	"Pver_g9593.t1"	"swiss-prot"	"Q4R562"	"Beta-arrestin-1 (Arrestin beta-1)"	427	408	63.235	521	0	99.51219512	"Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)"	"GO:0001934; GO:0002092; GO:0005634; GO:0005886; GO:0005905; GO:0006511; GO:0007165; GO:0015031; GO:0031143; GO:0031410; GO:0045746"
"Pver_gene_g10306"	0.00015596996593124	0.00391646322478846	"Pver_g10306.t1"	"swiss-prot"	"Q54P70"	"OTU domain-containing protein DDB_G0284757 (EC 3.1.2.-)"	1013	134	38.8	90.9	2.78e-17	17.49347258	"Dictyostelium discoideum (Slime mold)"	"GO:0004843"
"Pver_gene_g12286"	0.000156705490532318	0.00392836334863654	"Pver_g12286.t2"	"swiss-prot"	"P11362"	"Fibroblast growth factor receptor 1 (FGFR-1) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1) (BFGFR) (bFGF-R-1) (Fms-like tyrosine kinase 2) (FLT-2) (N-sam) (Proto-oncogene c-Fgr) (CD antigen CD331)"	657	205	40	136	5.32e-32	24.93917275	"Homo sapiens (Human)"	"GO:0000122; GO:0000165; GO:0001501; GO:0001525; GO:0001657; GO:0001701; GO:0001759; GO:0001764; GO:0002053; GO:0002062; GO:0004713; GO:0004714; GO:0005007; GO:0005524; GO:0005576; GO:0005634; GO:0005829; GO:0005886; GO:0005887; GO:0006468; GO:0007169; GO:0007605; GO:0008201; GO:0008284; GO:0008543; GO:0010518; GO:0010863; GO:0010966; GO:0010976; GO:0014068; GO:0016021; GO:0016477; GO:0017134; GO:0018108; GO:0021847; GO:0030326; GO:0030901; GO:0031410; GO:0035607; GO:0042169; GO:0042472; GO:0042473; GO:0042474; GO:0042802; GO:0042803; GO:0043009; GO:0043235; GO:0043406; GO:0043410; GO:0043536; GO:0045595; GO:0045597; GO:0045666; GO:0046777; GO:0048015; GO:0048339; GO:0048378; GO:0048469; GO:0048705; GO:0048762; GO:0051897; GO:0060045; GO:0060117; GO:0060445; GO:0060484; GO:0060665; GO:0070640; GO:0090080; GO:0090272; GO:0090722; GO:1903465; GO:1905564; GO:2000546; GO:2000830; GO:2001239"
"Pver_gene_g25733"	0.0001575513618241	0.00394298541525114	"Pver_g25733.t1"	"trembl"	"A0A2B4RZZ1"	"Uncharacterized protein"	265	242	78.5	356	3.42e-121	83.16151203	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0016021"
"Pver_gene_g15775"	0.000165539827674501	0.00413601672605709	"Pver_g15775.t1"	"swiss-prot"	"Q09575"	"Uncharacterized protein K02A2.6"	355	110	40	82.8	7.26e-16	8.675078864	"Caenorhabditis elegans"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g5591"	0.000166193009666794	0.00414543892550927	"Pver_g5591.t1"	"trembl"	"A0A2B4RHP5"	"Putative RNA-directed DNA polymerase from transposon BS"	934	455	42.2	377	1.05e-111	45.54554555	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003964"
"Pver_gene_g22647"	0.000167843599926679	0.00417966749004811	"Pver_g22647.t1"	"swiss-prot"	"Q8I7P9"	"Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	184	165	41.2	135	9.89e-36	16.45064806	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074"
"Pver_gene_g12086"	0.000168567121640679	0.0041838080967875	"Pver_g12086.t1"	"trembl"	"A0A2B4SQ02"	"Uncharacterized protein"	600	595	84.7	715	0	41.37691238	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g13529"	0.000168435312903712	0.0041838080967875	"Pver_g13529.t2"	"swiss-prot"	"Q95SX7"	"Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)"	474	193	32.6	90.1	9.57e-18	21.30242826	"Drosophila melanogaster (Fruit fly)"	"GO:0003964; GO:0006313"
"Pver_gene_g13166"	0.00017044471337178	0.00422342873925851	"Pver_g13166.t1"	"swiss-prot"	"Q62356"	"Follistatin-related protein 1 (Follistatin-like protein 1) (TGF-beta-inducible protein TSC-36)"	363	296	41.6	232	3.06e-73	96.73202614	"Mus musculus (Mouse)"	"GO:0005509; GO:0005615; GO:0007275; GO:0008201; GO:0030154; GO:0030510; GO:0042594"
"Pver_gene_g5706"	0.000173839027612007	0.00430043960234249	"Pver_g5706.t1"	"swiss-prot"	"Q7Z569"	"BRCA1-associated protein (EC 2.3.2.27) (BRAP2) (Impedes mitogenic signal propagation) (IMP) (RING finger protein 52) (RING-type E3 ubiquitin transferase BRAP2) (Renal carcinoma antigen NY-REN-63)"	564	569	51.5	581	0	96.11486486	"Homo sapiens (Human)"	"GO:0000151; GO:0000165; GO:0003676; GO:0004842; GO:0005737; GO:0005829; GO:0007265; GO:0008139; GO:0008270; GO:0009968; GO:0016567; GO:0031965; GO:0042802; GO:0061630"
"Pver_gene_g3558"	0.000176062396521698	0.00434273575182263	"Pver_g3558.t1"	"swiss-prot"	"P23049"	"Tyrosine-protein kinase transforming protein SEA (EC 2.7.10.2)"	702	285	38.596	220	3.65e-64	77.02702703	"Avian erythroblastosis virus (strain S13)"	"GO:0004715; GO:0005524"
"Pver_gene_g9916"	0.00017612720250799	0.00434273575182263	"Pver_g9916.t1"	"swiss-prot"	"O17798"	"Furin-like protease kpc-1 (EC 3.4.21.-) (CelfurPC protein)"	683	452	41.593	334	8.78e-104	65.31791908	"Caenorhabditis elegans"	"GO:0004252; GO:0005102; GO:0005802; GO:0005886; GO:0010467; GO:0016020; GO:0016485; GO:0016486; GO:0030070; GO:0030173; GO:0030424; GO:0031638; GO:0036010; GO:0043025; GO:0043204; GO:0045887; GO:0046872; GO:0048813; GO:0048814; GO:0050775; GO:0070593; GO:1900006; GO:1903859; GO:1903861; GO:1905910; GO:2000009; GO:2001222"
"Pver_gene_g25282"	0.000177864430104031	0.00437838079088874	"Pver_g25282.t1"	"trembl"	"A0A2B4RQZ3"	"SWIM-type domain-containing protein"	256	252	61.1	329	7.23e-107	45.24236984	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0008270"
"Pver_gene_g12733"	0.000181263632223365	0.00445475401221938	"Pver_g12733.t1"	"swiss-prot"	"P46100"	"Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)"	1842	230	60.4	293	2.35e-78	9.22953451	"Homo sapiens (Human)"	"GO:0000212; GO:0000780; GO:0000784; GO:0003677; GO:0003678; GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0005720; GO:0005721; GO:0006281; GO:0006306; GO:0006334; GO:0006336; GO:0006338; GO:0006355; GO:0007283; GO:0010571; GO:0015616; GO:0016604; GO:0016605; GO:0030330; GO:0030900; GO:0031297; GO:0031618; GO:0031933; GO:0032206; GO:0035064; GO:0035128; GO:0035264; GO:0042393; GO:0045944; GO:0046872; GO:0060009; GO:0070087; GO:0070192; GO:0070198; GO:0072520; GO:0072711; GO:1900112; GO:1901581; GO:1901582; GO:1904908; GO:1990707"
"Pver_gene_g4224"	0.000182853103227448	0.0044864741798421	"Pver_g4224.t1"	"swiss-prot"	"Q2TA68"	"Dynamin-like 120 kDa protein, mitochondrial (EC 3.6.5.5) (Optic atrophy protein 1 homolog) [Cleaved into: Dynamin-like 120 kDa protein, form S1]"	997	864	56.1	951	0	90	"Rattus norvegicus (Rat)"	"GO:0000002; GO:0000266; GO:0001843; GO:0003924; GO:0005525; GO:0005654; GO:0005737; GO:0005739; GO:0005741; GO:0005743; GO:0005758; GO:0005829; GO:0005886; GO:0006915; GO:0007005; GO:0007007; GO:0007568; GO:0007601; GO:0008017; GO:0008053; GO:0010636; GO:0014042; GO:0014850; GO:0016020; GO:0016021; GO:0019900; GO:0030061; GO:0030425; GO:0031314; GO:0031410; GO:0031667; GO:0036444; GO:0043066; GO:0044877; GO:0046039; GO:0046628; GO:0048312; GO:0051259; GO:0051602; GO:0060041; GO:0061003; GO:0070300; GO:0070584; GO:0071333; GO:0071456; GO:0090102; GO:0090201; GO:0090398; GO:0097749; GO:1900006; GO:1900078; GO:1901612; GO:1902236; GO:1904643; GO:1905232; GO:2001243"
"Pver_gene_g10781"	0.000187278545011389	0.00458756057404733	"Pver_g10781.t1"	"swiss-prot"	"P25183"	"Regulator of chromosome condensation"	433	396	52.778	383	1.4e-129	93.39622642	"Xenopus laevis (African clawed frog)"	"GO:0005085; GO:0005634; GO:0005694; GO:0005737; GO:0007049; GO:0051301"
"Pver_gene_g12635"	0.000190016734207176	0.00463949801765033	"Pver_g12635.t1"	"swiss-prot"	"P10079"	"Fibropellin-1 (Epidermal growth factor-related protein 1) (Fibropellin-I) (SpEGF I) (UEGF-1)"	2073	152	48	150	5.04e-35	14.28571429	"Strongylocentrotus purpuratus (Purple sea urchin)"	"GO:0005112; GO:0005509; GO:0005615; GO:0009374; GO:0031410; GO:0032579"
"Pver_gene_g17095"	0.000189888976098958	0.00463949801765033	"Pver_g17095.t2"	"swiss-prot"	"P0CI65"	"Nephrocystin-3"	1692	370	28.4	119	1.16e-25	28.39600921	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0003146; GO:0005929; GO:0007601; GO:0016055; GO:0048793; GO:0060026; GO:0060271; GO:0060972; GO:0070121"
"Pver_gene_g173"	0.000192272259722779	0.00468694846103449	"Pver_g173.t1"	"swiss-prot"	"Q9NWZ5"	"Uridine-cytidine kinase-like 1 (EC 2.7.1.48)"	484	463	64.6	602	0	84.48905109	"Homo sapiens (Human)"	"GO:0004849; GO:0005524; GO:0005634; GO:0005829; GO:0016032; GO:0016301; GO:0043097; GO:0044206; GO:0044211"
"Pver_gene_g8367"	0.000195025842507762	0.00474636637130721	"Pver_g8367.t1"	"trembl"	"A0A2B4RLU3"	"TBC1 domain family member 2B"	906	163	55.8	141	2.71e-30	9.266628766	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0008270"
"Pver_gene_g19125"	0.000195901855496122	0.0047599712979446	"Pver_g19125.t2"	"trembl"	"A0A2B4RQS8"	"Uncharacterized protein"	706	216	36.1	141	3.56e-31	29.03225806	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g22289"	0.000197198533834667	0.00478373696940446	"Pver_g22289.t1"	"trembl"	"A0A2B4S1G7"	"RNA-directed DNA polymerase from mobile element jockey"	186	179	69.3	248	7.56e-73	11.51125402	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003964"
"Pver_gene_g23507"	0.000199876427654765	0.00484087812526443	"Pver_g23507.t2"	"swiss-prot"	"P47897"	"Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)"	1112	83	49.398	104	1.93e-21	10.70967742	"Homo sapiens (Human)"	"GO:0004819; GO:0004860; GO:0005524; GO:0005737; GO:0005759; GO:0005829; GO:0006418; GO:0006425; GO:0006469; GO:0007420; GO:0017101; GO:0019901; GO:0032873; GO:0032991; GO:0045892; GO:2001234"
"Pver_gene_g24788"	0.000206300901205186	0.00498842887680689	"Pver_g24788.t1"	"trembl"	"A0A1L8EZI1"	"THAP-type domain-containing protein"	714	492	39	375	3.26e-115	60.74074074	"Xenopus laevis (African clawed frog)"	"GO:0003677"
"Pver_gene_g1462"	0.000208748468504839	0.00503333348191889	"Pver_g1462.t1"	"swiss-prot"	"Q6P0F4"	"RNA-binding protein 7 (RNA-binding motif protein 7)"	257	53	49.1	58.5	6e-09	21.03174603	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0000381; GO:0003723; GO:0003727; GO:0005634; GO:0005654; GO:0007409; GO:0021693"
"Pver_gene_g4793"	0.000208828367024205	0.00503333348191889	"Pver_g4793.t1"	"swiss-prot"	"Q7L5Y6"	"DET1 homolog (De-etiolated-1 homolog)"	544	543	67.4	762	0	98.72727273	"Homo sapiens (Human)"	"GO:0005634; GO:0016567; GO:0031464; GO:0031625; GO:0032436; GO:0044877; GO:0065003; GO:0080008; GO:1990756"
"Pver_gene_g22016"	0.000211046944643672	0.0050786553217458	"Pver_g22016.t1"	"swiss-prot"	"P21329"	"RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)"	277	252	25	75.5	4.2e-14	27.51091703	"Drosophila funebris (Fruit fly)"	"GO:0003964"
"Pver_gene_g10385"	0.000214711432085273	0.00515857098270794	"Pver_g10385.t2"	"swiss-prot"	"Q61555"	"Fibrillin-2 [Cleaved into: Fibrillin-2 C-terminal peptide]"	974	134	44.8	87.4	5.51e-16	4.609563123	"Mus musculus (Mouse)"	"GO:0001527; GO:0005201; GO:0005509; GO:0005576; GO:0030326; GO:0030501; GO:0031012; GO:0035108; GO:0035583; GO:0043010; GO:0045669; GO:0048048; GO:0060346; GO:0062023"
"Pver_gene_g5253"	0.00021888707061663	0.00525049241594141	"Pver_g5253.t1"	"swiss-prot"	"A7SMW7"	"L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2)"	453	452	70.8	674	0	99.12280702	"Nematostella vectensis (Starlet sea anemone)"	"GO:0003973; GO:0005739; GO:0047545"
"Pver_gene_g12193"	0.000223583878007632	0.00535460209276333	"Pver_g12193.t2"	"swiss-prot"	"Q647I9"	"NACHT, LRR and PYD domains-containing protein 5 (Mater protein homolog)"	1336	298	34.6	112	1.67e-23	27.14025501	"Bos taurus (Bovine)"	"GO:0005524; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0005938; GO:0042585; GO:0048471"
"Pver_gene_g6430"	0.000228169946741959	0.00545573235712938	"Pver_g6430.t1"	"swiss-prot"	"Q8BR93"	"Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"	442	286	37.4	182	3.16e-52	81.94842407	"Mus musculus (Mouse)"	"GO:0004518; GO:0005634; GO:0005829; GO:0005886; GO:0034451; GO:0046872"
"Pver_gene_g8476"	0.000230668906174071	0.00550181187828189	"Pver_g8476.t1"	"trembl"	"A0A2B4RHN4"	"Uncharacterized protein"	230	234	38.9	143	1.49e-38	98.31932773	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g15452"	0.000230829880348801	0.00550181187828189	"Pver_g15452.t1"	"swiss-prot"	"Q13614"	"Myotubularin-related protein 2 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)"	624	546	66.1	783	0	84.91446345	"Homo sapiens (Human)"	"GO:0002091; GO:0004438; GO:0004725; GO:0005634; GO:0005737; GO:0005774; GO:0005829; GO:0006470; GO:0006661; GO:0008021; GO:0008138; GO:0014069; GO:0030424; GO:0030425; GO:0031642; GO:0031901; GO:0032288; GO:0042802; GO:0043197; GO:0043231; GO:0045806; GO:0046855; GO:0046856; GO:0048471; GO:0048666; GO:0052629; GO:0060304; GO:0070062; GO:0090394; GO:0097060; GO:0097062; GO:2000643; GO:2000645"
"Pver_gene_g11144"	0.000231390113424566	0.00550642463262011	"Pver_g11144.t1"	"swiss-prot"	"Q7TMK9"	"Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein) (pp68)"	616	403	59.6	478	2.44e-161	64.68699839	"Mus musculus (Mouse)"	"GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0006397; GO:0008143; GO:0008380; GO:0017148; GO:0048027; GO:0070934; GO:0070937; GO:0071013; GO:0071204; GO:0071346; GO:0097452; GO:1990904"
"Pver_gene_g1744"	0.000233443594377518	0.00553773935730301	"Pver_g1744.t1"	"swiss-prot"	"Q20176"	"Zinc metalloproteinase nas-39 (EC 3.4.24.-) (Nematode astacin 39)"	876	106	39.6	75.9	1.07e-12	11.14616193	"Caenorhabditis elegans"	"GO:0004222; GO:0005509; GO:0005576; GO:0008270"
"Pver_gene_g8737"	0.000233077294101521	0.00553773935730301	"Pver_g8737.t2"	"swiss-prot"	"Q95SX7"	"Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)"	1393	358	30.447	158	5.86e-38	39.51434879	"Drosophila melanogaster (Fruit fly)"	"GO:0003964; GO:0006313"
"Pver_gene_g1764"	0.000234148815160366	0.00554570758430292	"Pver_g1764.t1"	"swiss-prot"	"Q0P4I1"	"Centrosomal protein of 44 kDa (Cep44)"	646	124	46	119	6.39e-28	32.20779221	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	"GO:0000922; GO:0005737; GO:0005813; GO:0030496"
"Pver_gene_g12419"	0.000236726220174911	0.00559792271204167	"Pver_g12419.t1"	"trembl"	"A0A2B4SPF9"	"Uncharacterized protein"	246	245	96.7	493	4.99e-176	100	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g8144"	0.000239943063844018	0.005665070828116	"Pver_g8144.t1"	"swiss-prot"	"O70591"	"Prefoldin subunit 2"	149	131	55.7	137	4.12e-41	85.06493506	"Mus musculus (Mouse)"	"GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006457; GO:0016272; GO:0044183; GO:0051082; GO:0051495"
"Pver_gene_g18400"	0.000240637954745244	0.00567255812944205	"Pver_g18400.t1"	"trembl"	"A0A2B4R7H4"	"C2H2-type domain-containing protein"	861	378	51.1	345	1.86e-101	40.95341278	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676"
"Pver_gene_g26661"	0.000243292599230947	0.00572614681826316	"Pver_g26661.t1"	"swiss-prot"	"O60231"	"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 (EC 3.6.4.13) (ATP-dependent RNA helicase #3) (DEAH-box protein 16)"	579	456	79.6	792	0	43.80403458	"Homo sapiens (Human)"	"GO:0000398; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005681; GO:0008380; GO:0016887; GO:0071005"
"Pver_gene_g9522"	0.000243679322612887	0.00572627340900643	"Pver_g9522.t1"	"swiss-prot"	"Q8N3Y7"	"Epidermal retinol dehydrogenase 2 (EPHD-2) (RDH-E2) (EC 1.1.1.105) (Retinal short-chain dehydrogenase reductase 2) (retSDR2) (Short-chain dehydrogenase/reductase family 16C member 5)"	305	298	45.6	271	3.59e-89	96.44012945	"Homo sapiens (Human)"	"GO:0000122; GO:0003714; GO:0004745; GO:0005634; GO:0005783; GO:0005789; GO:0005811; GO:0008134; GO:0016021; GO:0017053; GO:0031065; GO:0033613; GO:0035067; GO:0042572; GO:0042574; GO:0043616"
"Pver_gene_g14195"	0.000248923724617408	0.00584037288883593	"Pver_g14195.t1"	"swiss-prot"	"Q86YR5"	"G-protein-signaling modulator 1 (Activator of G-protein signaling 3)"	651	320	34.1	172	1.49e-44	47.40740741	"Homo sapiens (Human)"	"GO:0000139; GO:0005092; GO:0005789; GO:0005829; GO:0005886; GO:0007399; GO:0016239; GO:0030154; GO:0032991; GO:0034260; GO:1905098"
"Pver_gene_g7900"	0.000250519829938959	0.00586865174159657	"Pver_g7900.t2"	"swiss-prot"	"Q8IPH9"	"Slowpoke-binding protein"	489	277	34.3	187	2.94e-52	53.78640777	"Drosophila melanogaster (Fruit fly)"	"GO:0004672; GO:0005737; GO:0005886; GO:0007274; GO:0032780; GO:0042391; GO:0042594; GO:0043271; GO:0045202; GO:0050804"
"Pver_gene_g14468"	0.000251938000428039	0.0058926807078309	"Pver_g14468.t1"	"swiss-prot"	"Q91YK0"	"Leucine-rich repeat-containing protein 49 (Tubulin polyglutamylase complex subunit 4) (PGs4) (p79)"	786	620	47.7	547	0	90.37900875	"Mus musculus (Mouse)"	"GO:0005737; GO:0005829; GO:0005874; GO:0018095; GO:0036158"
"Pver_gene_g25805"	0.000252895532186394	0.00590587762256749	"Pver_g25805.t1"	"swiss-prot"	"B8VIU6"	"Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5)"	1040	152	41.4	110	9.04e-26	59.375	"Acropora millepora (Staghorn coral) (Heteropora millepora)"	"GO:0005576"
"Pver_gene_g3943"	0.000253388818092865	0.00590820883925848	"Pver_g3943.t1"	"swiss-prot"	"Q09575"	"Uncharacterized protein K02A2.6"	1596	646	29.721	225	2.94e-58	50.94637224	"Caenorhabditis elegans"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g18529"	0.000256327236105401	0.00596745701916079	"Pver_g18529.t2"	"swiss-prot"	"Q55E58"	"Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1)"	2356	605	31.9	258	2.74e-67	19.00125628	"Dictyostelium discoideum (Slime mold)"	"GO:0000281; GO:0004674; GO:0004721; GO:0005524; GO:0005525; GO:0006470; GO:0042641; GO:0099139"
"Pver_gene_g3230"	0.00025754734825617	0.00598658046658615	"Pver_g3230.t1"	"swiss-prot"	"Q6JE36"	"Protein NDRG1 (N-myc downstream-regulated gene 1 protein) (Protein Ndr1)"	808	271	34.7	157	1.23e-40	68.78172589	"Rattus norvegicus (Rat)"	"GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0005874; GO:0005886; GO:0005913; GO:0007165; GO:0008017; GO:0008285; GO:0017137; GO:0030330; GO:0032287; GO:0043015; GO:0045296; GO:0045576; GO:0048471; GO:0055038; GO:0071456; GO:0098978; GO:0099173"
"Pver_gene_g2906"	0.000259212782952431	0.00601598013727002	"Pver_g2906.t1"	"swiss-prot"	"Q91XD4"	"Formimidoyltransferase-cyclodeaminase (Formiminotransferase-cyclodeaminase) (FTCD) [Includes: Glutamate formimidoyltransferase (EC 2.1.2.5) (Glutamate formiminotransferase) (Glutamate formyltransferase); Formimidoyltetrahydrofolate cyclodeaminase (EC 4.3.1.4) (Formiminotetrahydrofolate cyclodeaminase)]"	540	542	59	641	0	100.1848429	"Mus musculus (Mouse)"	"GO:0000139; GO:0005542; GO:0005783; GO:0005793; GO:0005794; GO:0005814; GO:0005829; GO:0005886; GO:0006548; GO:0007010; GO:0008017; GO:0019556; GO:0019557; GO:0030407; GO:0030409; GO:0030412; GO:0030868; GO:0035999"
"Pver_gene_g17274"	0.00026268541514447	0.00608716696575518	"Pver_g17274.t2"	"swiss-prot"	"Q709C8"	"Vacuolar protein sorting-associated protein 13C"	3266	488	32.4	230	1.15e-58	13.00293099	"Homo sapiens (Human)"	"GO:0005623; GO:0005737; GO:0005741; GO:0005829; GO:0006623; GO:0006895; GO:0007005; GO:0019898; GO:0045053; GO:0070062; GO:1905090"
"Pver_gene_g23298"	0.000263484271376384	0.00609627090753126	"Pver_g23298.t1"	"swiss-prot"	"D8VNS8"	"Ryncolin-2"	405	136	49.3	141	3.02e-37	39.19308357	"Cerberus rynchops (Dog-faced water snake)"	"GO:0005576; GO:0009405; GO:0090729"
"Pver_gene_g13677"	0.000271025845494133	0.0062611139937537	"Pver_g13677.t1"	"swiss-prot"	"Q80TC5"	"Pogo transposable element with KRAB domain"	1129	389	35.5	221	2.2e-60	64.08566722	"Mus musculus (Mouse)"	"GO:0003677; GO:0005634; GO:0006355; GO:0007275"
"Pver_gene_g2698"	0.000273555234824504	0.00630983933352497	"Pver_g2698.t1"	"swiss-prot"	"Q6ZQ12"	"Ninein-like protein"	1952	163	34.4	55.1	6.92e-06	11.69296987	"Mus musculus (Mouse)"	"GO:0005509; GO:0005813; GO:0005829; GO:0005874; GO:0034454; GO:0045171"
"Pver_gene_g16205"	0.000274039992187809	0.0063113259550493	"Pver_g16205.t1"	"swiss-prot"	"Q2KIH7"	"Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase)"	248	238	75.21	392	6.52e-136	52.77161863	"Bos taurus (Bovine)"	"GO:0004505; GO:0005506; GO:0006559; GO:0006571"
"Pver_gene_g23258"	0.000276131286621429	0.00634975099526399	"Pver_g23258.t1"	"trembl"	"A0A2B4RKX3"	"DDE Tnp4 domain-containing protein"	535	354	59.6	456	4.09e-155	98.88268156	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g1138"	0.000280788307426872	0.00644696823290812	"Pver_g1138.t1"	"trembl"	"A0A2B4R3J1"	"Integrase catalytic domain-containing protein"	886	307	65.8	442	4.07e-133	21.83499289	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0015074"
"Pver_gene_g17152"	0.000284281943406712	0.00651721780487815	"Pver_g17152.t2"	"swiss-prot"	"C6BU87"	"5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)"	468	174	26.4	52.8	1.25e-06	75.32467532	"Desulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIB 8403 / VKM B-1763)"	"GO:0008782; GO:0008930; GO:0009164; GO:0019284; GO:0019509"
